ber,ber_th,distance,distance_th,battery_life,prr,pdr,N,state,algorithm
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
0.00013895754823009532,0.00013895754823009532,2.6179598590188147,2.6179598590188147,13.843648289808504,0.9406862944445368,1.0,5,"[0.0, 1.0, 0.0, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
2.4369646975025416e-05,6.390550739301948e-05,4.094264386099205,3.2739303314239954,9.748486353111863,0.98933450869992,1.0,5,"[0.4, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
2.4369646975025416e-05,6.390550739301948e-05,4.094264386099205,3.2739303314239954,9.748486353111863,0.98933450869992,1.0,5,"[0.4, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
2.4369646975025416e-05,6.390550739301948e-05,4.094264386099205,3.2739303314239954,9.748486353111863,0.98933450869992,1.0,5,"[0.4, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
2.4369646975025416e-05,6.390550739301948e-05,4.094264386099205,3.2739303314239954,9.748486353111863,0.98933450869992,1.0,5,"[0.4, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
2.4369646975025416e-05,6.390550739301948e-05,4.094264386099205,3.2739303314239954,9.748486353111863,0.98933450869992,1.0,5,"[0.4, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
2.4369646975025416e-05,6.390550739301948e-05,4.094264386099205,3.2739303314239954,9.748486353111863,0.98933450869992,1.0,5,"[0.4, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
6.390550739301948e-05,6.390550739301948e-05,3.2739303314239954,3.2739303314239954,12.019347162867215,0.9722723466394563,1.0,5,"[0.2, 0.45858636800018443, 0.12171248370717745, 0.5]",PPO
